unique_id,year,tract_number,county_name,state_name,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)"
08001007801,2020,7801,Adams County,Colorado,460,209,160,72,19,2299,652,442,509,492,83,97,24,45.4,34.8,15.7,4.1,28.4,19.2,22.1,21.4,3.6,4.2,1.0
08001007802,2020,7802,Adams County,Colorado,337,97,116,86,38,2902,738,436,1080,339,90,135,84,28.8,34.4,25.5,11.3,25.4,15.0,37.2,11.7,3.1,4.7,2.9
08001007900,2020,7900,Adams County,Colorado,540,135,276,129,0,3525,540,394,1148,445,334,423,241,25.0,51.1,23.9,0.0,15.3,11.2,32.6,12.6,9.5,12.0,6.8
08001008000,2020,8000,Adams County,Colorado,447,150,139,110,48,3893,367,323,1801,622,278,298,204,33.6,31.1,24.6,10.7,9.4,8.3,46.3,16.0,7.1,7.7,5.2
08001008100,2020,8100,Adams County,Colorado,286,75,14,49,148,1062,32,28,122,111,91,342,336,26.2,4.9,17.1,51.7,3.0,2.6,11.5,10.5,8.6,32.2,31.6
08001008200,2020,8200,Adams County,Colorado,451,121,271,53,6,4459,387,669,1761,787,357,360,138,26.8,60.1,11.8,1.3,8.7,15.0,39.5,17.6,8.0,8.1,3.1
08001008308,2020,8308,Adams County,Colorado,541,140,185,122,94,3278,397,425,1281,473,224,277,201,25.9,34.2,22.6,17.4,12.1,13.0,39.1,14.4,6.8,8.5,6.1
08001008309,2020,8309,Adams County,Colorado,350,85,220,45,0,2437,265,447,1048,361,105,165,46,24.3,62.9,12.9,0.0,10.9,18.3,43.0,14.8,4.3,6.8,1.9
08001008354,2020,8354,Adams County,Colorado,232,50,88,78,16,2451,131,94,666,496,145,774,145,21.6,37.9,33.6,6.9,5.3,3.8,27.2,20.2,5.9,31.6,5.9
08001008355,2020,8355,Adams County,Colorado,309,80,119,97,13,3572,236,287,1381,849,365,302,152,25.9,38.5,31.4,4.2,6.6,8.0,38.7,23.8,10.2,8.5,4.3
