unique_id,year,tract_number,county_name,state_name,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
25001010100,2017,10100,Barnstable County,Massachusetts,100,14,36,50,0,2638,56,77,509,492,216,742,546,14.0,36.0,50.0,0.0,2.1,2.9,19.3,18.7,8.2,28.1,20.7,1772,47500,69510,2952,163,5.5,2789,94.5,2586,87.6,50,1.7,0,0.0,48,1.6,0,0.0,0,0.0,105,3.6
25001010206,2017,10206,Barnstable County,Massachusetts,332,2,47,99,184,2498,24,105,545,362,147,699,616,0.6,14.2,29.8,55.4,1.0,4.2,21.8,14.5,5.9,28.0,24.7,1503,59042,76210,3171,10,0.3,3161,99.7,2878,90.8,70,2.2,0,0.0,107,3.4,0,0.0,0,0.0,106,3.3
25001010208,2017,10208,Barnstable County,Massachusetts,44,31,1,12,0,1337,62,49,302,279,31,331,283,70.5,2.3,27.3,0.0,4.6,3.7,22.6,20.9,2.3,24.8,21.2,796,62844,65030,1580,9,0.6,1571,99.4,1536,97.2,20,1.3,10,0.6,0,0.0,0,0.0,0,0.0,5,0.3
25001010304,2017,10304,Barnstable County,Massachusetts,198,0,31,28,139,1946,38,29,332,395,155,530,467,0.0,15.7,14.1,70.2,2.0,1.5,17.1,20.3,8.0,27.2,24.0,1145,71250,85864,2332,21,0.9,2311,99.1,2178,93.4,21,0.9,0,0.0,112,4.8,0,0.0,0,0.0,0,0.0
25001010306,2017,10306,Barnstable County,Massachusetts,203,72,43,51,37,2080,0,88,547,269,237,560,379,35.5,21.2,25.1,18.2,0.0,4.2,26.3,12.9,11.4,26.9,18.2,1301,55694,73136,2576,50,1.9,2526,98.1,2336,90.7,89,3.5,0,0.0,13,0.5,0,0.0,43,1.7,45,1.7
25001010400,2017,10400,Barnstable County,Massachusetts,109,0,73,36,0,2544,0,46,507,534,206,791,460,0.0,67.0,33.0,0.0,0.0,1.8,19.9,21.0,8.1,31.1,18.1,1472,48442,69944,3037,84,2.8,2953,97.2,2733,90.0,193,6.4,0,0.0,27,0.9,0,0.0,0,0.0,0,0.0
25001010500,2017,10500,Barnstable County,Massachusetts,121,36,66,0,19,2292,40,14,299,343,168,737,691,29.8,54.5,0.0,15.7,1.7,0.6,13.0,15.0,7.3,32.2,30.1,1362,76087,96898,2790,32,1.1,2758,98.9,2753,98.7,5,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
25001010600,2017,10600,Barnstable County,Massachusetts,209,31,3,51,124,2512,31,35,392,399,218,808,629,14.8,1.4,24.4,59.3,1.2,1.4,15.6,15.9,8.7,32.2,25.0,1411,73625,97126,3091,201,6.5,2890,93.5,2749,88.9,87,2.8,0,0.0,20,0.6,0,0.0,0,0.0,34,1.1
25001010700,2017,10700,Barnstable County,Massachusetts,114,0,47,52,15,2469,29,54,432,308,319,791,536,0.0,41.2,45.6,13.2,1.2,2.2,17.5,12.5,12.9,32.0,21.7,1414,77083,140129,3058,8,0.3,3050,99.7,2886,94.4,60,2.0,0,0.0,17,0.6,0,0.0,0,0.0,87,2.8
25001010800,2017,10800,Barnstable County,Massachusetts,134,55,48,31,0,3932,12,28,573,543,302,1546,928,41.0,35.8,23.1,0.0,0.3,0.7,14.6,13.8,7.7,39.3,23.6,2218,69846,99144,4734,6,0.1,4728,99.9,4645,98.1,40,0.8,0,0.0,0,0.0,0,0.0,0,0.0,43,0.9
